Gene	Paper_title	Author	Year	Link	RPKM	Log2FC	P	Shared locus
JUNB	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	76.11	2.34	0	
MIR365B	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	2.96	3.64	0	
NINJ1	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	33.12	3.18	0	
TRIM5	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	6.53	3.60	0	
CMTM7	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	108.1351723	4.863325483	1.86E-03	
NABP1	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	105.6900799	4.86328827	3.57E-04	
RNA5-8S5	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	55.49	3.50	0.00000000365223	
CD163	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	342.0573117	4.858536145	3.40E-01	
CYBB	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	145.0870125	4.857690165	1.32E-05	
RACK1	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	35.37	1.04	0	
NBEAL2	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	10.51	3.55	0	
TNFRSF8	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	1.18	4.94	0	
PLAC8	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	2.54	5.27	0.000000000148302	
MYO7A	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	17.41	4.66	0	
HCLS1	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	617.7761737	4.852396368	5.74E-08	
HAVCR2	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	74.96	5.23	0	
LILRB2	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	18.63155064	4.847923806	1.92E-02	
C19orf38	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	14.33	5.10	0	
ANXA9	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	1.39	4.21	0	
LILRA6	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	2.13	4.91	0	
PPP3CB-AS1	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	2.50	3.89	0	
TLR10	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	25.19426942	4.839317575	8.27E-02	
GYPC	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	10.40	4.01	0	
OR52K2	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	1.69	4.15	0	
DAD1	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	20.35	-0.18	0.204322947	
HIST2H2AA4	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	186.02	3.80	0	
LILRB2	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	5.72	6.41	0	
RGS19	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	38.21	4.55	0	
CLTC	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	26.48	-1.44	0	
BTG2	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	75.13	3.48	0	
CD53	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	683.4831432	4.822214647	1.13E-11	
TRABD	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	20.84	3.38	0	
C2orf91	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	0.61	4.07	0	
HSPA9	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	25.55	-0.70	0	
SIGLEC5	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	10.93679872	4.818536335	1.18E-03	
CSF1R	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	382.10	6.14	0	
UBA7	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	324.3331367	4.80824801	2.38E-04	
RPS13	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	34.82	0.04	0.738081475	
ZNF677	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	16.20792322	4.805917269	5.36E-02	
RGS19	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	154.4624112	4.804600858	3.22E-07	
LPAR6	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	79.14	5.33	0	
RP11-452F19.3	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	18.40	3.56	0	
LST1	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	253.2039569	4.798373569	1.26E-06	
SNORD97	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	62.44	1.81	0.000000389217	
RNF149	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	27.50	2.23	0	
PYCARD	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	140.5005451	4.792742878	3.30E-07	
ARRDC5	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	11.39593791	4.790280597	1.66E-04	
NPL	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	36.30	3.65	0	
CXCL16	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	310.783299	4.78944477	2.95E-07	
ABCC13	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	0.08	3.87	0.00000000364227	
RAB10	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	27.03	-0.12	0.144463858	
ITGAL	A transcriptomic atlas of aged human microglia	Marta Olah, Ellis Patrick, Alexandra-Chloe Villani, Jishu Xu, Charles C. White, Katie J. Ryan, Paul Piehowski, Alifiya Kapasi, Parham Nejad, Maria Cimpean, Sarah Connor, Christina J. Yung, Michael Frangieh, Allison McHenry, Wassim Elyaman, Vlad Petyuk, Julie A. Schneider, David A. Bennett, Philip L. De Jager and Elizabeth M. Bradshaw 	2018a	https://www.nature.com/articles/s41467-018-02926-5	34.9886764	4.782801487	6.13E-05	
MIR3153	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	24.70	4.59	0	
C9	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	0.95	3.69	0	
TXNIP	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	106.70	2.28	0	
CH25H	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	29.43	5.35	0	
C19orf35	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	1.99	4.11	0	
SRGN	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	212.81	4.03	0	
FLII	Transcriptomic analysis of purified human cortical microglia reveals age-associated changes	Galatro TF, Holtman IR, Lerario AM, Vainchtein ID, Brouwer N, Sola PR, Veras MM, Pereira TF, Leite REP, Möller T, Wes PD, Sogayar MC, Laman JD, den Dunnen W, Pasqualucci CA, Oba-Shinjo SM, Boddeke EWGM, Marie SKN, Eggen BJL	2017	https://www.ncbi.nlm.nih.gov/pubmed/28671693	25.37	1.88	0	
