Gene	Title	Authors	Year	Link	empty	empty	empty	empty
DTNA	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CD300C	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ARHGAP1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PSMD2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MRPL10	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PSMB4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ST6GAL2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TET3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
STK38L	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SKIDA1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NRXN3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TP53	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
B4GALNT4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF576	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
AMH	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
IFT140	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SLC24A1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
VIPR1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ADAM18	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DNASE1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
LRRC40	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SPATA6	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MAMDC4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TARBP1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF747	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
EGFL7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CLIC5	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ZNF665	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GAS2L3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PTPRH	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ANO7	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ARAP2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FAM184A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ABCC6	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
WDR87	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ENO3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
AKR1C2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HLA-B	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SLC52A1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NQO1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BUD13	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PCDHGA5	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
TMEM134	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ECM2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
LYG1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CARF	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
CORO2B	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
EIF3K	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GK2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PAQR8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KHK	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
WDR73	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
WDR11	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PSIP1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HERC3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
UBXN2A	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ANK3	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
BRD4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FFAR1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DAAM2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
GCDH	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PIP5K1C	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
KCTD13	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
DHRS11	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
PLXNA4	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
RPL36AL	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
EXOSC5	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
ASNA1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SNX8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
RUSC2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FOXRED1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
QRSL1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
IVNS1ABP	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
MED16	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FARP2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
FRMPD2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
SLC22A8	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
NFX1	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
HDGFRP2	Whole-exome sequencing in 20,197 persons for rare variants in Alzheimer's disease	Raghavan NS, Brickman AM, Andrews H, Manly JJ, Schupf N, Lantigua R, Wolock CJ, Kamalakaran S, Petrovski S, Tosto G, Vardarajan BN, Goldstein DB, Mayeux R; Alzheimer's Disease Sequencing Project	2018	https://doi.org/10.1002/acn3.582				
