Gene	Paper_title	Author	Year	Link	RPKM	Log2FC	P	Shared locus
RPL37	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
RPL36A	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
PLAUR	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
RPL39	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CST7	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
APOE	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
LPL	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
ITGAX	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CSF1	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CLEC7A	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
IGF1	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
AXL	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CD63	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CTSD	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
TY R OBP	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CTSB	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
TREM2	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CTSL	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CD9	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CTSZ	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
P2 R Y12	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
TMEM119	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
P2 R Y13	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
SELPLG	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
TXNIP	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
CCR5	A single cell-based atlas of human microglial states reveals associations with neurological disorders and histopathological features of the aging brain	Marta Olah, Vilas Menon, Naomi Habib, Mariko Taga, Christina Yung, Maria Cimpean, Anthony Khairalla, Danielle Dionne, Sarah Hopp, Matthew P Frosch, Bradley T Hyman, Thomas G Beach, Rani Sarkis, Garth R Cosgrove, Jeffrey Helgager, Jeffrey A Golden, Page B Pennell, Julie A Schneider, David A Bennett, Aviv Regev, Wassim Elyaman, Elizabeth M Bradshaw and Philip L De Jager	2018b	https://www.biorxiv.org/content/early/2018/06/11/343780				
TNF	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
HSPA6	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
DOCK4-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CAPNS2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LINC00854	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FCGR1CP	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
PARP15	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LOC100419170	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
PTCRA	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ANKRD22	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FAM157A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TCTEX1D4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CLEC7A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
NAIP	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FAM157C	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ACPP	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FCGR2C	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
NAPSB	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
HELB	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
HAVCR1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TFEC	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
MMRN1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
ANP32A-IT1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
VENTX	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR5	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TMEM106A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
